p0 [Pa],cbt [m],n0 [m^-3],uz0 [m/s],u0 [m/s],rp [m],Tp [K],rrmse
650.4335984514241,0.02338554693201094,3.25e+19,2664149.0713338917,2336.6923389930867,0.01895726369053996,3384645.8333333335,0.14818906439094398
665.7124387601823,0.02366017848812512,3.25e+19,2687742.6422566334,2336.6923389930867,0.01895726369053996,3432997.916666667,0.14948025328887635
681.0326485058248,0.02393156549430494,3.25e+19,2711217.725993687,2336.6923389930867,0.01895726369053996,3481350.0,0.1507331835609462
452.0547950900607,0.01827144713848155,3.625e+19,2022916.7927085198,2336.6923389930867,0.01895726369053996,2320900.0,0.11894643701640373
470.0810484110153,0.018662476209328784,3.625e+19,2048862.1653842954,2336.6923389930867,0.01895726369053996,2369252.0833333335,0.12159388986700033
488.1864567344339,0.01904547666700509,3.625e+19,2074617.6433787665,2336.6923389930867,0.01895726369053996,2417604.1666666665,0.12411103390218141
506.36868582260234,0.0194209249616315,3.625e+19,2100188.4751918623,2336.6923389930867,0.01895726369053996,2465956.25,0.12650833629289893
524.6256278818043,0.01978924816587464,3.625e+19,2125579.6632931354,2336.6923389930867,0.01895726369053996,2514308.3333333335,0.12879511672549343
542.9553550758831,0.020150831225740632,3.625e+19,2150795.980184801,2336.6923389930867,0.01895726369053996,2562660.4166666665,0.1309797035075658
561.3560850501168,0.020506022863372563,3.625e+19,2175841.9831320634,2336.6923389930867,0.01895726369053996,2611012.5,0.1330695650055717
579.8261550771672,0.020855140429394892,3.625e+19,2200722.027693977,2336.6923389930867,0.01895726369053996,2659364.5833333335,0.1350714206870788
598.3640024550349,0.02119847392735342,3.625e+19,2225440.2801725664,2336.6923389930867,0.01895726369053996,2707716.6666666665,0.13699133528467092
616.9681494809358,0.02153628937884388,3.625e+19,2250000.729084455,2336.6923389930867,0.01895726369053996,2756068.75,0.1388347989606668
635.6371918040658,0.021868831658555608,3.625e+19,2274407.195747618,2336.6923389930867,0.01895726369053996,2804420.8333333335,0.14060679582551883
654.3697892941894,0.022196326899353865,3.625e+19,2298663.344065606,2336.6923389930867,0.01895726369053996,2852772.916666667,0.1423118627334159
673.1646587986032,0.022518984545758805,3.625e+19,2322772.6895826217,2336.6923389930867,0.01895726369053996,2901125.0,0.1439541399305333
692.0205683276515,0.022836999117709533,3.625e+19,2346738.607875122,2336.6923389930867,0.01895726369053996,2949477.0833333335,0.14553741484963276
710.9363323291676,0.023150551733920582,3.625e+19,2370564.342338597,2336.6923389930867,0.01895726369053996,2997829.166666667,0.14706516011682616
729.9108077993413,0.02345981143442787,3.625e+19,2394253.0114221983,2336.6923389930867,0.01895726369053996,3046181.25,0.14854056665162024
748.9428910410818,0.023764936334364623,3.625e+19,2417807.615358552,2336.6923389930867,0.01895726369053996,3094533.3333333335,0.1499665725913945
768.0315149274717,0.024066074635075322,3.625e+19,2441231.0424312935,2336.6923389930867,0.01895726369053996,3142885.416666667,0.1513458886493102
787.1756465623613,0.024363365513980027,3.625e+19,2464526.0748187364,2336.6923389930867,0.01895726369053996,3191237.5,0.15268102041479248
806.3742852559986,0.024656939910864845,3.625e+19,2487695.394048339,2336.6923389930867,0.01895726369053996,3239589.5833333335,0.15397428802392818
825.6264607525,0.024946921225267905,3.625e+19,2510741.5860932996,2336.6923389930867,0.01895726369053996,3287941.666666667,0.15522784355968894
844.9312316606882,0.025233425937210716,3.625e+19,2533667.1461397302,2336.6923389930867,0.01895726369053996,3336293.75,0.15644368648631343
864.2876840505273,0.02551656416154892,3.625e+19,2556474.4830501177,2336.6923389930867,0.01895726369053996,3384645.8333333335,0.15762367737597446
883.6949301858168,0.025796440144610785,3.625e+19,2579165.9235465517,2336.6923389930867,0.01895726369053996,3432997.916666667,0.15876955014754304
903.1521073701387,0.026073152710462514,3.625e+19,2601743.7161349775,2336.6923389930867,0.01895726369053996,3481350.0,0.15988292300513218
598.1828356556722,0.020138471149633144,4e+19,1948373.4397094478,2336.6923389930867,0.01895726369053996,2320900.0,0.1309059904475021
620.605008247879,0.02053029148256647,4e+19,1973416.5844141024,2336.6923389930867,0.01895726369053996,2369252.0833333335,0.13321037661663765
643.1185961174966,0.02091474081091547,4e+19,1998276.9224651242,2336.6923389930867,0.01895726369053996,2417604.1666666665,0.13540812643453823
665.7215066155745,0.021292204777746095,4e+19,2022959.5002752533,2336.6923389930867,0.01895726369053996,2465956.25,0.137507292532363
688.4117496773897,0.021663034220567565,4e+19,2047469.1278841193,2336.6923389930867,0.01895726369053996,2514308.3333333335,0.13951509376895468
711.1874239730458,0.022027549645726695,4e+19,2071810.3943821688,2336.6923389930867,0.01895726369053996,2562660.4166666665,0.1414380236402855
734.0467064267815,0.022386044967177554,4e+19,2095987.6820554445,2336.6923389930867,0.01895726369053996,2611012.5,0.1432819419474409
756.9878441508118,0.022738790654555398,4e+19,2120005.1793790716,2336.6923389930867,0.01895726369053996,2659364.5833333335,0.14505215267198107
780.0091481244018,0.023086036402639308,4e+19,2143866.892972425,2336.6923389930867,0.01895726369053996,2707716.6666666665,0.14675347043428044
803.1089881449187,0.02342801340977953,4e+19,2167576.65861597,2336.6923389930867,0.01895726369053996,2756068.75,0.14839027745648928
826.2857887141683,0.023764936334364613,4e+19,2191138.151418687,2336.6923389930867,0.01895726369053996,2804420.8333333335,0.14996657259139437
849.5380256186218,0.024097004984289176,4e+19,2214554.8952150773,2336.6923389930867,0.01895726369053996,2852772.916666667,0.1514860136914305
872.8642230296539,0.02442440578351794,4e+19,2237830.2712621894,2336.6923389930867,0.01895726369053996,2901125.0,0.15295195436273754
896.26295099766,0.0247473130513869,4e+19,2260967.526299666,2336.6923389930867,0.01895726369053996,2949477.0833333335,0.15436747596489114
919.7328232482198,0.025065890123665047,4e+19,2283969.78002912,2336.6923389930867,0.01895726369053996,2997829.166666667,0.15573541556850945
943.2724952129538,0.025380290339160907,4e+19,2306840.0320634013,2336.6923389930867,0.01895726369053996,3046181.25,0.15705839046257666
966.8806622455993,0.025690657911497702,4e+19,2329581.168391142,2336.6923389930867,0.01895726369053996,3094533.3333333335,0.15833881970555655
990.5560579864458,0.025997128702333727,4e+19,2352195.9673974672,2336.6923389930867,0.01895726369053996,3142885.416666667,0.1595789431343102
1014.2974528480667,0.026299830909615844,4e+19,2374687.1054776823,2336.6923389930867,0.01895726369053996,3191237.5,0.16078083817930425
